// Psy-Q SDK functions, written by tools/gen_sdk.py.
//
// These are linked in from Sony's libraries and must not be
// decompiled, so tools/progress.py leaves them out of the
// totals and reports them separately. Read the tool's
// docstring for how a function ends up here. A row that is
// wrong is game code being written off - fix it there.
//
// target  address   size  name
main     80028BFC     12  CDREAD_OBJ_45C
main     80028C08    156  CDREAD_OBJ_468
main     80028CA4    144  CdReadSync
main     80028D34     60  CDREAD_OBJ_594
main     80028D70     24  CdReadCallback
main     80028D88     44  rsin
main     80028DB4     16  GEO_00_OBJ_2C
main     80028DC4    136  sin_1
main     80028E4C      8  GEO_00_OBJ_C4
main     80028E54    152  rcos
main     80028EEC      8  GEO_01_OBJ_98
main     80028EF4    304  csqrt_1
main     80029024      4  COR_05_OBJ_130
main     80029028     32  COR_05_OBJ_134
main     80029048     88  csqrt
main     800290A0     44  COR_05_OBJ_1AC
main     800290CC     24  COR_05_OBJ_1D8
main     800290E4    128  InitGeom
main     80029164    124  SquareRoot0
main     800291F4    352  CompMatrix
main     80029354    268  MulMatrix0
main     80029460    228  MulRotMatrix0
main     80029544    232  MulRotMatrix
main     8002962C    272  SetMulMatrix
main     8002973C    340  ApplyMatrixLV
main     8002989C     48  ApplyRotMatrix
main     800298CC    292  ScaleMatrixL
main     800299F0    160  PushMatrix
main     80029A90    160  PopMatrix
main     80029B30     72  ReadRotMatrix
main     80029B78     72  ReadLightMatrix
main     80029BC0     72  ReadColorMatrix
main     80029C14    268  MulMatrix
main     80029D24     80  ApplyMatrix
main     80029D74     36  FUN_80029d74
main     80029DA4    292  ScaleMatrix
main     80029ED4     48  SetRotMatrix
main     80029F04     32  SetTransMatrix
main     80029F24     24  FUN_80029f24
main     80029F44     32  ReadGeomOffset
main     80029F64     24  FUN_80029f64
main     80029F84     12  SetGeomScreen
main     80029F94     40  LightColor
main     80029FBC     40  DpqColorLight
main     80029FE4     60  DpqColor3
main     8002A020     36  Intpl
main     8002A044     40  Square12
main     8002A06C     40  Square0
main     8002A094     32  AverageZ3
main     8002A0B4     36  AverageZ4
main     8002A0D8     88  OuterProduct12
main     8002A130     88  OuterProduct0
main     8002A188     24  Lzc
main     8002A1A4     44  RotTransPers
main     8002A1D4     84  RotTransPers3
main     8002A234     40  RotTrans
main     8002A264    120  RotTransPers4
main     8002A2E4    124  RotAverage4
main     8002A364    176  RotNclip4
main     8002A414    176  RotAverageNclip4
main     8002A4C4    100  RotMatrix
main     8002A528    104  FGO_01_OBJ_64
main     8002A590    148  FGO_01_OBJ_CC
main     8002A624    300  FGO_01_OBJ_160
main     8002A754    428  RotRMD_FT4
main     8002A900      8  RMD_06_OBJ_1AC
main     8002A908    104  RMD_06_OBJ_1B4
main     8002A974    500  DivideFT4
main     8002AB68      8  RCpolyFT4
main     8002AB70   1160  RCpolyFT4A
main     8002AFF8    140  DIVFT4A_OBJ_490
main     8002B088    104  _patch_gte
main     8002B0F0     56  PATCHGTE_OBJ_68
main     8002B128    168  LoadTPage
main     8002B1D0      4  EXT_OBJ_A8
main     8002B1D4     64  EXT_OBJ_AC
main     8002B214    104  LoadClut
main     8002B27C    104  LoadClut2
main     8002B2E4    120  SetDefDrawEnv
main     8002B35C     88  EXT_OBJ_234
main     8002B3B4     60  SetDefDispEnv
main     8002B3F0     64  SetDumpFnt
main     8002B430    164  FntLoad
main     8002B4D4    648  FntOpen
main     8002B75C     48  FONT_OBJ_36C
main     8002B78C    412  FntFlush
main     8002B928     48  FONT_OBJ_538
main     8002B958    100  FONT_OBJ_568
main     8002B9BC     24  FONT_OBJ_5CC
main     8002B9D4    168  FONT_OBJ_5E4
main     8002BA7C     52  FONT_OBJ_68C
main     8002BAB0    364  FntPrint
main     8002BC1C     72  FONT_OBJ_82C
main     8002BC64    128  FONT_OBJ_874
main     8002BCE4    120  FONT_OBJ_8F4
main     8002BD5C     32  FONT_OBJ_96C
main     8002BD7C     32  FONT_OBJ_98C
main     8002BD9C      4  FONT_OBJ_9AC
main     8002BDA0    200  FONT_OBJ_9B0
main     8002BE68     40  FONT_OBJ_A78
main     8002BE90    164  GetTPage
main     8002BF34     36  PRIM_OBJ_A4
main     8002BF58     24  GetClut
main     8002BF70    188  DumpTPage
main     8002C02C     20  PRIM_OBJ_19C
main     8002C040     64  DumpClut
main     8002C080     28  NextPrim
main     8002C09C     28  IsEndPrim
main     8002C0B8     60  AddPrim
main     8002C0F4     60  AddPrims
main     8002C130     36  CatPrim
main     8002C154     24  TermPrim
main     8002C16C     32  SetSemiTrans
main     8002C18C      8  PRIM_OBJ_2FC
main     8002C194     32  SetShadeTex
main     8002C1B4      8  PRIM_OBJ_324
main     8002C1BC     20  SetPolyF3
main     8002C1D0     20  SetPolyFT3
main     8002C1E4     20  SetPolyG3
main     8002C1F8     20  SetPolyGT3
main     8002C20C     20  SetPolyF4
main     8002C220     20  SetPolyFT4
main     8002C234     20  SetPolyG4
main     8002C248     20  SetPolyGT4
main     8002C25C     20  SetSprt8
main     8002C270     20  SetSprt16
main     8002C284     20  SetSprt
main     8002C298     20  SetTile1
main     8002C2AC     20  SetTile8
main     8002C2C0     20  SetTile16
main     8002C2D4     20  SetTile
main     8002C2E8     20  SetLineF2
main     8002C2FC     20  SetLineG2
main     8002C310     32  SetLineF3
main     8002C330     32  SetLineG3
main     8002C350     32  SetLineF4
main     8002C370     32  SetLineG4
main     8002C390     20  SetBlockFill
main     8002C3A4     28  SetDrawMove
main     8002C3C0    144  SetDrawTPage
main     8002C450     36  PRIM_OBJ_5C0
main     8002C474    100  SetDrawLoad
main     8002C4D8     48  MargePrim
main     8002C508      8  PRIM_OBJ_678
main     8002C510    364  DumpDrawEnv
main     8002C67C     20  PRIM_OBJ_7EC
main     8002C690    172  DumpDispEnv
main     8002C73C    320  ResetGraph
main     8002C87C     24  SYS_OBJ_140
main     8002C894    140  SetGraphReverse
main     8002C920    136  SYS_OBJ_1E4
main     8002C9A8    108  SetGraphDebug
main     8002CA14    172  SetGraphQueue
main     8002CAC0     16  GetGraphType
main     8002CAD0     16  GetGraphDebug
main     8002CAE0     92  DrawSyncCallback
main     8002CB3C    156  SetDispMask
main     8002CBD8    108  DrawSync
main     8002CC44    216  checkRECT
main     8002CD1C     60  SYS_OBJ_5E0
main     8002CD58     20  SYS_OBJ_61C
main     8002CD6C    148  ClearImage
main     8002CE00    100  LoadImage
main     8002CE64    100  StoreImage
main     8002CEC8    168  MoveImage
main     8002CF70     28  SYS_OBJ_834
main     8002CF8C    184  ClearOTag
main     8002D044    152  ClearOTagR
main     8002D0DC     96  DrawPrim
main     8002D13C    116  DrawOTag
main     8002D1B0    196  PutDrawEnv
main     8002D274    220  DrawOTagEnv
main     8002D350     56  GetDrawEnv
main     8002D388    176  PutDispEnv
main     8002D438    236  SYS_OBJ_CFC
main     8002D524    180  SYS_OBJ_DE8
main     8002D5D8     92  SYS_OBJ_E9C
main     8002D634    400  SYS_OBJ_EF8
main     8002D7C4    116  SYS_OBJ_1088
main     8002D838     56  GetDispEnv
main     8002D870     52  GetODE
main     8002D8A4     60  SetTexWindow
main     8002D8E0    132  SetDrawArea
main     8002D964     68  SetDrawOffset
main     8002D9A8     40  SetPriority
main     8002D9D0     88  SetDrawMode
main     8002DA28    360  SetDrawEnv
main     8002DB90    284  SYS_OBJ_1454
main     8002DCAC     32  SYS_OBJ_1570
main     8002DCCC     84  get_mode
main     8002DD20      8  SYS_OBJ_15E4
main     8002DD28    188  get_cs
main     8002DDE4     16  SYS_OBJ_16A8
main     8002DDF4    188  get_ce
main     8002DEB0     16  SYS_OBJ_1774
main     8002DEC0     56  get_ofs
main     8002DEF8     16  SYS_OBJ_17BC
main     8002DF08    120  get_tw
main     8002DF80     12  SYS_OBJ_1844
main     8002DF8C     76  get_dx
main     8002DFD8     12  SYS_OBJ_189C
main     8002E03C      4  SYS_OBJ_1900
main     8002E040      8  SYS_OBJ_1904
main     8002E048     24  _status
main     8002E060    232  _otc
main     8002E148     92  _clr
main     8002E1A4     68  SYS_OBJ_1A68
main     8002E1E8    332  SYS_OBJ_1AAC
main     8002E334     44  SYS_OBJ_1BF8
main     8002E360    112  _dws
main     8002E3D0     72  SYS_OBJ_1C94
main     8002E418    372  SYS_OBJ_1CDC
main     8002E58C     40  SYS_OBJ_1E50
main     8002E5B4    108  _drs
main     8002E620     72  SYS_OBJ_1EE4
main     8002E668    452  SYS_OBJ_1F2C
main     8002E82C     36  SYS_OBJ_20F0
main     8002E850     40  _ctl
main     8002E878     20  _getctl
main     8002E88C     80  _cwb
main     8002E8DC     76  _cwc
main     8002E928     48  _param
main     8002E958     36  _addque
main     8002E97C     76  _addque2
main     8002E9C8    296  SYS_OBJ_228C
main     8002EAF0    152  SYS_OBJ_23B4
main     8002EBAC    148  SYS_OBJ_2470
main     8002EC40     32  SYS_OBJ_2504
main     8002EC60    764  _exeque
main     8002EF5C    260  _reset
main     8002F060     56  SYS_OBJ_2924
main     8002F098     32  _sync
main     8002F0B8     24  SYS_OBJ_297C
main     8002F0D0    124  SYS_OBJ_2994
main     8002F1CC     20  SYS_OBJ_2A90
main     8002F1E0     52  set_alarm
main     8002F214    348  get_alarm
main     8002F370     16  SYS_OBJ_2C34
main     8002F380    212  _version
main     8002F454      8  SYS_OBJ_2D18
main     8002F45C     44  memset
main     8002F488     16  OpenTIM
main     8002F498     84  ReadTIM
main     8002F4EC     20  TMD_OBJ_64
main     8002F500     64  OpenTMD
main     8002F540    684  ReadTMD
main     8002F7EC    228  get_tim_addr
main     8002F8D0     32  TMD_OBJ_448
main     8002F8F0     28  TMD_OBJ_468
main     8002F90C    408  get_tmd_addr
main     8002FAA4   4428  unpack_packet
main     80030BF0     28  TMD_OBJ_1768
main     80030C0C     24  TMD_OBJ_1784
main     80030C24    436  GsSortBg
main     80030DD8    736  2D_BG0_OBJ_1B4
main     800310B8     56  2D_BG0_OBJ_494
main     800310F0    380  2D_BG0_OBJ_4CC
main     8003126C     64  2D_BG0_OBJ_648
main     800312AC    396  2D_BG0_OBJ_688
main     80031438   1460  GsSortFastBg
main     800319EC    448  2D_BG1_OBJ_5B4
main     80031BAC     48  _mk_spr_packet
main     80031BDC     16  2D_COM0_OBJ_30
main     80031BEC    172  _mk_xpndsp
main     80031C98    104  2D_COM0_OBJ_EC
main     80031D00    436  2D_COM0_OBJ_154
main     80031EB4    148  _mk_normsp
main     80031F48    100  2D_COM0_OBJ_39C
main     80031FAC    368  2D_COM0_OBJ_400
main     8003211C    216  GsSortLine
main     800321F4    148  _make_packet
main     80032288    264  GsSortGLine
main     80032390    216  GsSortBoxFill
main     80032468    452  GsSortPoly
main     8003262C    576  GsSortSprite
main     8003286C    328  2D_SP0_OBJ_240
main     800329B4     64  2D_SP0_OBJ_388
main     800329F4    248  2D_SP0_OBJ_3C8
main     80032AEC     60  2D_SP0_OBJ_4C0
main     80032B38    380  GsSortFastSprite
main     80032CB4    120  GsInitGraph
main     80032D2C    344  gpu_init
main     80032E84    120  GsInitGraph2
main     80032EFC    636  valiable_init
main     80033178    268  GsSortClear
main     80033284     48  GS_001_OBJ_5D0
main     800332B4     16  GsGetActiveBuff
main     800332C4    252  GsSetDrawBuffOffset
main     800333C0     24  GS_002_OBJ_10C
main     800333D8    144  GsSetDrawBuffClip
main     80033468    176  GsSwapDispBuff
main     80033518    124  GsInitCoordinate2
main     80033594     44  GsInitCoord2param
main     800335C0     48  GsSetLsMatrix
main     800335F0    156  GsSetLightMatrix
main     8003368C     52  GsSetLightMatrix2
main     800336C0    148  GsMulCoord0
main     80033754    132  GsMulCoord2
main     800337D8    132  GsMulCoord3
main     8003385C    112  print_matrix
main     800338CC     52  print_vector
main     80033900    268  MulMatrix2
main     80033A10     48  SetLightMatrix
main     80033AF0    120  GsInit3D
main     80033B68    120  GsMapModelingData
main     80033C00   1124  GsSetFlatLight
main     80034064     84  GS_107_OBJ_464
main     800340B8     36  GS_107_OBJ_4B8
main     800340DC    104  gte_set_lc
main     80034144     80  gte_read_lc
main     80034194     48  SetColorMatrix
main     800341C4    108  GsSetLightMode
main     80034230     16  GS_108_OBJ_6C
main     80034240     16  GS_108_OBJ_7C
main     80034250     80  GsSetFogParam
main     800342A0     16  SetVertex0
main     800342B0     16  SetVertex1
main     800342C0     16  SetVertex2
main     800342D0     32  SetVertexTri
main     800342F0     20  SetRGBfifo
main     80034304     20  SetIR123
main     80034318     12  SetIR0
main     80034324     20  SetSZfifo3
main     80034338     24  SetSZfifo4
main     80034350     20  SetSXSYfifo
main     80034364     20  SetRii
main     80034378     20  SetMAC123
main     8003438C     12  SetData32
main     80034398     12  SetDQA
main     800343A4     12  SetDQB
main     800343B0     32  SetFarColor
main     800343D0     40  GsSetAmbient
main     800343F8     32  SetBackColor
main     80034418     36  GsDrawOt
main     8003443C     88  GsClearOt
main     80034494    176  GsSortOt
main     80034544    184  gte_rotate_z_matrix
main     800345FC    292  gte_scale_matrix
main     80034720     76  gte_init
main     8003476C    220  GsGetTimInfo
main     80034848      8  GS_122_OBJ_DC
main     80034870    980  GsSetRefView2
main     80034C44    208  scale_view_param
main     80034D14     32  GS_131_OBJ_4A4
main     80034D34    200  select_max_param
main     80034DFC     28  len_param
main     80034E18     80  TransposeMatrix
main     80034E68    120  Gssub_make_matrix
main     80034EE0     24  GS_123_OBJ_78
main     80034EF8     24  GS_123_OBJ_90
main     80034F10     20  GS_123_OBJ_A8
main     80034F24      8  GS_123_OBJ_BC
main     80034F2C     48  GsGetLw
main     80034F5C    500  GS_133_OBJ_30
main     80035150    160  GS_133_OBJ_224
main     800351F0     48  GsGetLs
main     80035220    500  GS_134_OBJ_30
main     80035414    176  GS_134_OBJ_224
main     800354C4     56  GsGetLws
main     800354FC    500  GS_135_OBJ_38
main     800356F0    244  GS_135_OBJ_22C
main     800357E4    196  GsLinkObject4
main     800358A8     12  OBJT_OBJ_C4
main     800358B4      8  OBJT_OBJ_D0
main     800358BC     12  OBJT_OBJ_D8
main     800358C8      8  OBJT_OBJ_E4
main     800358D0      8  OBJT_OBJ_EC
main     800358D8      8  OBJT_OBJ_F4
main     800358E0      8  OBJT_OBJ_FC
main     800358E8      8  OBJT_OBJ_104
main     800358F0      8  OBJT_OBJ_10C
main     800358F8     16  OBJT_OBJ_114
main     80035908     64  OBJT_OBJ_124
main     80035948    208  GsSortObject4
main     80035A18    100  OBJT2_OBJ_D0
main     80035A7C    104  OBJT2_OBJ_134
main     80035AE4    136  OBJT2_OBJ_19C
main     80035B6C     68  OBJT2_OBJ_224
main     80035BB0    204  OBJT2_OBJ_268
main     80035C7C    100  OBJT2_OBJ_334
main     80035CE0    104  OBJT2_OBJ_398
main     80035D48     68  OBJT2_OBJ_400
main     80035D8C     68  OBJT2_OBJ_444
main     80035DD0    104  OBJT2_OBJ_488
main     80035E38     44  OBJT2_OBJ_4F0
main     80035E64     40  OBJT2_OBJ_51C
main     80035E8C      4  OBJT2_OBJ_544
main     80035E90     40  OBJT2_OBJ_548
main     80035EB8     44  OBJT2_OBJ_570
main     80035EE4     48  OBJT2_OBJ_59C
main     80035F14     80  OBJT2_OBJ_5CC
main     80035F64     84  OBJT2_OBJ_61C
main     80035FB8     80  OBJT2_OBJ_670
main     80036008     44  OBJT2_OBJ_6C0
main     80036034     40  OBJT2_OBJ_6EC
main     8003605C     84  OBJT2_OBJ_714
main     800360B0      4  OBJT2_OBJ_768
main     800360B4     12  OBJT2_OBJ_76C
main     800360C0     16  OBJT2_OBJ_778
main     800360D0     60  OBJT2_OBJ_788
main     8003610C    568  GsTMDdivF3L
main     80036364    116  RotAverageNclipColorCol3
main     8003666C    116  RotAverageNclipColorDpq3
main     8003673C    492  GsTMDdivF3NL
main     80036928    136  RotAverageNclip3
main     800369B8    488  GsTMDdivNF3
main     80036BA0    528  GsTMDdivTF3L
main     80036DB0    232  DVFT3_00_OBJ_210
main     80036E98     36  LocalLight
main     80036EBC     28  DpqColor
main     80036ED8     28  NormalColor
main     80036EF4     60  NormalColor3
main     80036F30     36  NormalColorDpq
main     80036F54     72  NormalColorDpq3
main     80036F9C     32  NormalColorCol
main     80036FBC     68  NormalColorCol3
main     80037000     40  ColorDpq
main     80037028     36  ColorCol
main     8003704C     16  AverageSZ3
main     8003705C     16  AverageSZ4
main     80037078     88  RotAverage3
main     800370D8    536  GsTMDdivTF3LFG
main     800372F0    232  DVFT3_01_OBJ_218
main     800373D8    424  GsTMDdivTF3NL
main     80037580    224  DVFT3_02_OBJ_1A8
main     80037660    412  GsTMDdivTNF3
main     800377FC    232  DVFT3_03_OBJ_19C
main     800378E4    580  GsTMDdivG3L
main     80037D6C    256  RotAverageNclipColorDpq3_1
main     80037E6C    508  GsTMDdivG3NL
main     80038068    508  GsTMDdivNG3
main     80038264    636  GsTMDdivTG3L
main     8003875C    564  GsTMDdivTG3NL
main     80038990    572  GsTMDdivTNG3
main     80038BCC    620  GsTMDdivF4L
main     80038E38    624  GsTMDdivF4LFG
main     800390A8    572  GsTMDdivF4NL
main     800392E4    568  GsTMDdivNF4
main     8003951C    672  GsTMDdivTF4L
main     800397BC    676  GsTMDdivTF4LFG
main     80039A60    644  GsTMDdivTF4NL
main     80039CE4    640  GsTMDdivTNF4
main     80039F64    680  GsTMDdivG4L
main     8003A20C    704  GsTMDdivG4LFG
main     8003A4CC    604  GsTMDdivG4NL
main     8003A728    600  GsTMDdivNG4
main     8003A980    748  GsTMDdivTG4L
main     8003AC6C    772  GsTMDdivTG4LFG
main     8003AF70    652  GsTMDdivTG4NL
main     8003B1FC    676  GsTMDdivTNG4
main     8003B4A0      8  RCpolyF3
main     8003B4A8    792  RCpolyF3A
main     8003B7C0     76  DIVF3A_OBJ_320
main     8003B810      8  RCpolyFT3
main     8003B818    884  RCpolyFT3A
main     8003BB8C    124  DIVFT3A_OBJ_37C
main     8003BC10      8  RCpolyG3
main     8003BC18    932  RCpolyG3A
main     8003BFBC    100  DIVG3A_OBJ_3AC
main     8003C020      8  RCpolyGT3
main     8003C028   1028  RCpolyGT3A
main     8003C42C    148  DIVGT3A_OBJ_40C
main     8003C4C0      8  RCpolyF4
main     8003C4C8   1056  RCpolyF4A
main     8003C8E8     84  DIVF4A_OBJ_428
main     8003C940      8  RCpolyG4
main     8003C948   1236  RCpolyG4A
main     8003CE1C    116  DIVG4A_OBJ_4DC
main     8003CE90      8  RCpolyGT4
main     8003CE98   1380  RCpolyGT4A
main     8003D3FC    172  DIVGT4A_OBJ_56C
main     8003D4B0    316  GsTMDfastNF3
main     8003D5EC    320  GsTMDfastF3NL
main     8003D72C    328  GsTMDfastF3L
main     8003D874    328  GsTMDfastF3LFG
main     8003D9C0    360  GsTMDfastNF4
main     8003DB28    364  GsTMDfastF4NL
main     8003DC94    376  GsTMDfastF4L
main     8003DE0C    376  GsTMDfastF4LFG
main     8003DF90    328  GsTMDfastNG3
main     8003E0D8    320  GsTMDfastG3NL
main     8003E218    400  GsTMDfastG3L
main     8003E3A8    400  GsTMDfastG3LFG
main     8003E540    384  GsTMDfastNG4
main     8003E6C0    372  GsTMDfastG4NL
main     8003E834    480  GsTMDfastG4L
main     8003EA14    480  GsTMDfastG4LFG
main     8003EC00    364  GsTMDfastTNF3
main     8003ED6C    356  GsTMDfastTF3NL
main     8003EED0    368  GsTMDfastTF3L
main     8003F040    368  GsTMDfastTF3LFG
main     8003F1B0    416  GsTMDfastTNF4
main     8003F350    412  GsTMDfastTF4NL
main     8003F4EC    428  GsTMDfastTF4L
main     8003F698    428  GsTMDfastTF4LFG
main     8003F850    376  GsTMDfastTNG3
main     8003F9C8    348  GsTMDfastTG3NL
main     8003FB24    436  GsTMDfastTG3L
main     8003FCD8    436  GsTMDfastTG3LFG
main     8003FE90    444  GsTMDfastTNG4
main     8004004C    408  GsTMDfastTG4NL
main     800401E4    524  GsTMDfastTG4L
main     800403F0    524  GsTMDfastTG4LFG
main     80040600    568  GsTMDfastG3GL
main     80040838    568  GsTMDfastG3GLFG
main     80040A70    396  GsTMDfastG3GNL
main     80040BFC    584  GsTMDfastF3GL
main     80040E44    584  GsTMDfastF3GLFG
main     8004108C    404  GsTMDfastF3GNL
main     80041220     12  _bu_init
main     80041230     12  _card_info
main     80041240     12  _card_load
main     80041250     12  InitCARD
main     80041260     12  StartCARD
main     80041270     56  _card_clear
main     800412A8     12  _card_write
main     800412B8     12  _new_card
main     800412C8     12  puts
main     800412D8     12  setjmp
main     800412E8     12  strcmp
main     800412F8     12  strncmp
main     80041308     12  strcpy
main     80041318     12  strlen
main     80041328     12  bcopy
main     80041338     12  bzero
main     80041348     12  memcpy
main     80041358     12  memset
main     80041368     12  rand
main     80041378     12  srand
main     80041388     12  printf
main     80041398    100  memmove
main     800413FC      8  MEMMOVE_OBJ_64
main     80041404     12  InitHeap
main     80041414     12  Exec
main     80041424     12  FlushCache
main     80041434     12  GPU_cw
main     80041444     12  _96_remove
main     80041454     12  DeliverEvent
main     80041464     12  OpenEvent
main     80041474     12  CloseEvent
main     80041484     12  WaitEvent
main     80041494     12  TestEvent
main     800414A4     12  EnableEvent
main     800414B4     12  DisableEvent
main     800414C4     12  StopPAD
main     800414D4     12  PAD_init
main     800414E4     12  PAD_dr
main     800414F4     12  ReturnFromException
main     80041504     12  ResetEntryInt
main     80041514     12  HookEntryInt
main     80041524     16  EnterCriticalSection
main     80041544     12  open
main     80041554     12  lseek
main     80041564     12  read
main     80041574     12  write
main     80041584     12  close
main     80041594     12  format
main     800415A4     12  firstfile
main     800415B4     12  delete
main     800415C4     12  ChangeClearPAD
main     800415D4     12  ChangeClearRCnt
main     800415E4    116  SetRCnt
main     80041658     36  COUNTER_OBJ_74
main     8004167C      8  COUNTER_OBJ_98
main     80041684     48  GetRCnt
main     800416B4      8  COUNTER_OBJ_D0
main     800416BC     52  StartRCnt
main     800416F0     52  StopRCnt
main     80041724     48  ResetRCnt
main     80041754      8  COUNTER_OBJ_170
atlus    80081640     16  start
atlus    80081650     56  DecDCTReset
atlus    80081688    140  DecDCTGetEnv
atlus    80081714    156  DecDCTPutEnv
atlus    800817B0     12  DecDCTBufSize
atlus    800817BC     48  DecDCTin
atlus    800817EC     44  LIBPRESS_OBJ_19C
atlus    80081818     32  LIBPRESS_OBJ_1C8
atlus    80081838     32  DecDCTout
atlus    80081858     32  DecDCTinSync
atlus    80081878     32  DecDCToutSync
atlus    80081898     36  DecDCTinCallback
atlus    800818BC     36  DecDCToutCallback
atlus    800818E0    220  MDEC_reset
atlus    800819BC     16  LIBPRESS_OBJ_36C
atlus    800819CC     16  LIBPRESS_OBJ_37C
atlus    800819DC    148  MDEC_in
atlus    80081A70    144  MDEC_out
atlus    80081B00    136  MDEC_in_sync
atlus    80081B88     16  LIBPRESS_OBJ_538
atlus    80081B98    136  MDEC_out_sync
atlus    80081C20     16  LIBPRESS_OBJ_5D0
atlus    80081C30    304  timeout
atlus    80081D60     60  printf
atlus    80081D9C     80  prnt
atlus    80081DEC     16  PRNT_OBJ_50
atlus    80081DFC     12  PRNT_OBJ_60
atlus    80081E24     48  PRNT_OBJ_88
atlus    80081E54     16  PRNT_OBJ_B8
atlus    80081E64      8  PRNT_OBJ_C8
atlus    80081E6C     28  PRNT_OBJ_D0
atlus    80081E88      8  PRNT_OBJ_EC
atlus    80081E90      8  PRNT_OBJ_F4
atlus    80081E98    120  PRNT_OBJ_FC
atlus    80081F10     20  PRNT_OBJ_174
atlus    80081F24      8  PRNT_OBJ_188
atlus    80081F2C     88  PRNT_OBJ_190
atlus    80081F84      8  PRNT_OBJ_1E8
atlus    80081F8C      8  PRNT_OBJ_1F0
atlus    80081F94      8  PRNT_OBJ_1F8
atlus    80081F9C     28  PRNT_OBJ_200
atlus    80081FB8      4  PRNT_OBJ_21C
atlus    80081FBC     44  PRNT_OBJ_220
atlus    80081FE8     24  PRNT_OBJ_24C
atlus    80082000     60  PRNT_OBJ_264
atlus    8008203C      4  PRNT_OBJ_2A0
atlus    80082040     52  PRNT_OBJ_2A4
atlus    80082074     16  PRNT_OBJ_2D8
atlus    80082084    100  PRNT_OBJ_2E8
atlus    800820E8      4  PRNT_OBJ_34C
atlus    800820EC     52  PRNT_OBJ_350
atlus    80082120     12  PRNT_OBJ_384
atlus    8008212C     48  PRNT_OBJ_390
atlus    8008215C     20  PRNT_OBJ_3C0
atlus    80082170      4  PRNT_OBJ_3D4
atlus    80082174    156  PRNT_OBJ_3D8
atlus    80082210    288  PRNT_OBJ_474
atlus    80082330    164  PRNT_OBJ_594
atlus    800823D4     24  PRNT_OBJ_638
atlus    800823EC      8  PRNT_OBJ_650
atlus    800823F4     52  PRNT_OBJ_658
atlus    80082428     48  toupper
atlus    80082458     48  tolower
atlus    80082488     32  memchr
atlus    800824A8     40  MEMCHR_OBJ_20
atlus    800824D0      8  MEMCHR_OBJ_48
atlus    800824D8     60  putchar
atlus    80082514     40  PUTCHAR_OBJ_3C
atlus    80082570     28  PUTCHAR_OBJ_98
atlus    8008258C     12  write
atlus    8008259C     40  strlen
atlus    800825C4      8  STRLEN_OBJ_28
atlus    800825D0     48  DecDCTvlcSize
atlus    80082600    832  DecDCTvlc
atlus    80082964    320  ResetGraph
atlus    80082AA4     24  SYS_OBJ_140
atlus    80082ABC    140  SetGraphReverse
atlus    80082B48    136  SYS_OBJ_1E4
atlus    80082BD0    108  SetGraphDebug
atlus    80082C3C    172  SetGraphQueue
atlus    80082CE8     16  GetGraphType
atlus    80082CF8     16  GetGraphDebug
atlus    80082D08     92  DrawSyncCallback
atlus    80082D64    156  SetDispMask
atlus    80082E00    108  DrawSync
atlus    80082E6C    216  checkRECT
atlus    80082F44     60  SYS_OBJ_5E0
atlus    80082F80     20  SYS_OBJ_61C
atlus    80082F94    148  ClearImage
atlus    80083028    100  LoadImage
atlus    8008308C    100  StoreImage
atlus    800830F0    168  MoveImage
atlus    80083198     28  SYS_OBJ_834
atlus    800831B4    184  ClearOTag
atlus    8008326C    152  ClearOTagR
atlus    80083304     96  DrawPrim
atlus    80083364    116  DrawOTag
atlus    800833D8    196  PutDrawEnv
atlus    8008349C    220  DrawOTagEnv
atlus    80083578     56  GetDrawEnv
atlus    800835B0    176  PutDispEnv
atlus    80083660    236  SYS_OBJ_CFC
atlus    8008374C    180  SYS_OBJ_DE8
atlus    80083800     92  SYS_OBJ_E9C
atlus    8008385C    400  SYS_OBJ_EF8
atlus    800839EC    116  SYS_OBJ_1088
atlus    80083A60     56  GetDispEnv
atlus    80083A98     52  GetODE
atlus    80083ACC     60  SetTexWindow
atlus    80083B08    132  SetDrawArea
atlus    80083B8C     68  SetDrawOffset
atlus    80083BD0     40  SetPriority
atlus    80083BF8     88  SetDrawMode
atlus    80083C50    360  SetDrawEnv
atlus    80083DB8    284  SYS_OBJ_1454
atlus    80083ED4     32  SYS_OBJ_1570
atlus    80083EF4     84  get_mode
atlus    80083F48      8  SYS_OBJ_15E4
atlus    80083F50    188  get_cs
atlus    8008400C     16  SYS_OBJ_16A8
atlus    8008401C    188  get_ce
atlus    800840D8     16  SYS_OBJ_1774
atlus    800840E8     56  get_ofs
atlus    80084120     16  SYS_OBJ_17BC
atlus    80084130    120  get_tw
atlus    800841A8     12  SYS_OBJ_1844
atlus    800841B4     76  get_dx
atlus    80084200     12  SYS_OBJ_189C
atlus    80084264      4  SYS_OBJ_1900
atlus    80084268      8  SYS_OBJ_1904
atlus    80084270     24  _status
atlus    80084288    232  _otc
atlus    80084370     92  _clr
atlus    800843CC     68  SYS_OBJ_1A68
atlus    80084410    332  SYS_OBJ_1AAC
atlus    8008455C     44  SYS_OBJ_1BF8
atlus    80084588    112  _dws
atlus    800845F8     72  SYS_OBJ_1C94
atlus    80084640    372  SYS_OBJ_1CDC
atlus    800847B4     40  SYS_OBJ_1E50
atlus    800847DC    108  _drs
atlus    80084848     72  SYS_OBJ_1EE4
